filename,status,rejection_reason,document_type,document_id,width,height,file_size_bytes,has_annotation
DOC_DRIVER_LICENSE_0052_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0052,900,550,16361,True
DOC_DRIVER_LICENSE_0052_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0052,900,550,24158,True
DOC_DRIVER_LICENSE_0057_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0057,900,550,16651,True
DOC_DRIVER_LICENSE_0057_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0057,900,550,24590,True
DOC_DRIVER_LICENSE_0062_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0062,900,550,17167,True
DOC_DRIVER_LICENSE_0062_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0062,900,550,25790,True
DOC_DRIVER_LICENSE_0067_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0067,900,550,16469,True
DOC_DRIVER_LICENSE_0067_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0067,900,550,23329,True
DOC_DRIVER_LICENSE_0072_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0072,900,550,17162,True
DOC_DRIVER_LICENSE_0072_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0072,900,550,23819,True
DOC_DRIVER_LICENSE_0077_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0077,900,550,17143,True
DOC_DRIVER_LICENSE_0077_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0077,900,550,24092,True
DOC_DRIVER_LICENSE_0082_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0082,900,550,16940,True
DOC_DRIVER_LICENSE_0082_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0082,900,550,23597,True
DOC_DRIVER_LICENSE_0087_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0087,900,550,16298,True
DOC_DRIVER_LICENSE_0087_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0087,900,550,23766,True
DOC_DRIVER_LICENSE_0092_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0092,900,550,16937,True
DOC_DRIVER_LICENSE_0092_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0092,900,550,23723,True
DOC_DRIVER_LICENSE_0097_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0097,900,550,16963,True
DOC_DRIVER_LICENSE_0097_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0097,900,550,24324,True
DOC_DRIVER_LICENSE_0102_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0102,900,550,17159,True
DOC_DRIVER_LICENSE_0102_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0102,900,550,23819,True
DOC_DRIVER_LICENSE_0107_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0107,900,550,17090,True
DOC_DRIVER_LICENSE_0107_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0107,900,550,24085,True
DOC_DRIVER_LICENSE_0112_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0112,900,550,16800,True
DOC_DRIVER_LICENSE_0112_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0112,900,550,23699,True
DOC_DRIVER_LICENSE_0117_v1.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0117,900,550,17099,True
DOC_DRIVER_LICENSE_0117_v2.png,VALID,"",driver_license,DOC_DRIVER_LICENSE_0117,900,550,25671,True
DOC_NATIONAL_ID_0004_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0004,860,540,14257,True
DOC_NATIONAL_ID_0004_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0004,860,540,22223,True
DOC_NATIONAL_ID_0009_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0009,860,540,13840,True
DOC_NATIONAL_ID_0009_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0009,860,540,21305,True
DOC_NATIONAL_ID_0014_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0014,860,540,14139,True
DOC_NATIONAL_ID_0014_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0014,860,540,22219,True
DOC_NATIONAL_ID_0019_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0019,860,540,14374,True
DOC_NATIONAL_ID_0019_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0019,860,540,21998,True
DOC_NATIONAL_ID_0024_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0024,860,540,14917,True
DOC_NATIONAL_ID_0024_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0024,860,540,22635,True
DOC_NATIONAL_ID_0029_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0029,860,540,13736,True
DOC_NATIONAL_ID_0029_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0029,860,540,21546,True
DOC_NATIONAL_ID_0034_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0034,860,540,14743,True
DOC_NATIONAL_ID_0034_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0034,860,540,22108,True
DOC_NATIONAL_ID_0039_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0039,860,540,14346,True
DOC_NATIONAL_ID_0039_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0039,860,540,22216,True
DOC_NATIONAL_ID_0044_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0044,860,540,13370,True
DOC_NATIONAL_ID_0044_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0044,860,540,21235,True
DOC_NATIONAL_ID_0049_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0049,860,540,13372,True
DOC_NATIONAL_ID_0049_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0049,860,540,21327,True
DOC_NATIONAL_ID_0054_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0054,860,540,15186,True
DOC_NATIONAL_ID_0054_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0054,860,540,22276,True
DOC_NATIONAL_ID_0059_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0059,860,540,13562,True
DOC_NATIONAL_ID_0059_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0059,860,540,21819,True
DOC_NATIONAL_ID_0064_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0064,860,540,14493,True
DOC_NATIONAL_ID_0064_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0064,860,540,22509,True
DOC_NATIONAL_ID_0069_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0069,860,540,13439,True
DOC_NATIONAL_ID_0069_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0069,860,540,21339,True
DOC_NATIONAL_ID_0074_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0074,860,540,14158,True
DOC_NATIONAL_ID_0074_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0074,860,540,22004,True
DOC_NATIONAL_ID_0079_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0079,860,540,13096,True
DOC_NATIONAL_ID_0079_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0079,860,540,20949,True
DOC_NATIONAL_ID_0084_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0084,860,540,14311,True
DOC_NATIONAL_ID_0084_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0084,860,540,21806,True
DOC_NATIONAL_ID_0089_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0089,860,540,14713,True
DOC_NATIONAL_ID_0089_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0089,860,540,22414,True
DOC_NATIONAL_ID_0094_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0094,860,540,13714,True
DOC_NATIONAL_ID_0094_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0094,860,540,21820,True
DOC_NATIONAL_ID_0099_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0099,860,540,13882,True
DOC_NATIONAL_ID_0099_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0099,860,540,21841,True
DOC_NATIONAL_ID_0104_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0104,860,540,14181,True
DOC_NATIONAL_ID_0104_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0104,860,540,22006,True
DOC_NATIONAL_ID_0109_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0109,860,540,13428,True
DOC_NATIONAL_ID_0109_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0109,860,540,20880,True
DOC_NATIONAL_ID_0114_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0114,860,540,14298,True
DOC_NATIONAL_ID_0114_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0114,860,540,21493,True
DOC_NATIONAL_ID_0119_v1.png,VALID,"",national_id,DOC_NATIONAL_ID_0119,860,540,13957,True
DOC_NATIONAL_ID_0119_v2.png,VALID,"",national_id,DOC_NATIONAL_ID_0119,860,540,21531,True
DOC_PASSPORT_0001_v1.png,VALID,"",passport,DOC_PASSPORT_0001,1000,700,22042,True
DOC_PASSPORT_0001_v2.png,VALID,"",passport,DOC_PASSPORT_0001,1000,700,34748,True
DOC_PASSPORT_0006_v1.png,VALID,"",passport,DOC_PASSPORT_0006,1000,700,22153,True
DOC_PASSPORT_0006_v2.png,VALID,"",passport,DOC_PASSPORT_0006,1000,700,34745,True
DOC_PASSPORT_0011_v1.png,VALID,"",passport,DOC_PASSPORT_0011,1000,700,21445,True
DOC_PASSPORT_0011_v2.png,VALID,"",passport,DOC_PASSPORT_0011,1000,700,33277,True
DOC_PASSPORT_0016_v1.png,VALID,"",passport,DOC_PASSPORT_0016,1000,700,22549,True
DOC_PASSPORT_0016_v2.png,VALID,"",passport,DOC_PASSPORT_0016,1000,700,34844,True
DOC_PASSPORT_0021_v1.png,VALID,"",passport,DOC_PASSPORT_0021,1000,700,21910,True
DOC_PASSPORT_0021_v2.png,VALID,"",passport,DOC_PASSPORT_0021,1000,700,34400,True
DOC_PASSPORT_0026_v1.png,VALID,"",passport,DOC_PASSPORT_0026,1000,700,22484,True
DOC_PASSPORT_0026_v2.png,VALID,"",passport,DOC_PASSPORT_0026,1000,700,34447,True
DOC_PASSPORT_0031_v1.png,VALID,"",passport,DOC_PASSPORT_0031,1000,700,21361,True
DOC_PASSPORT_0031_v2.png,VALID,"",passport,DOC_PASSPORT_0031,1000,700,34359,True
DOC_PASSPORT_0036_v1.png,VALID,"",passport,DOC_PASSPORT_0036,1000,700,20910,True
DOC_PASSPORT_0036_v2.png,VALID,"",passport,DOC_PASSPORT_0036,1000,700,33811,True
DOC_PASSPORT_0041_v1.png,VALID,"",passport,DOC_PASSPORT_0041,1000,700,21612,True
DOC_PASSPORT_0041_v2.png,VALID,"",passport,DOC_PASSPORT_0041,1000,700,33970,True
DOC_PASSPORT_0046_v1.png,VALID,"",passport,DOC_PASSPORT_0046,1000,700,21794,True
DOC_PASSPORT_0046_v2.png,VALID,"",passport,DOC_PASSPORT_0046,1000,700,34599,True
DOC_PASSPORT_0051_v1.png,VALID,"",passport,DOC_PASSPORT_0051,1000,700,21179,True
DOC_PASSPORT_0051_v2.png,VALID,"",passport,DOC_PASSPORT_0051,1000,700,33621,True
DOC_PASSPORT_0056_v1.png,VALID,"",passport,DOC_PASSPORT_0056,1000,700,21986,True
DOC_PASSPORT_0056_v2.png,VALID,"",passport,DOC_PASSPORT_0056,1000,700,34870,True
DOC_PASSPORT_0061_v1.png,VALID,"",passport,DOC_PASSPORT_0061,1000,700,22206,True
DOC_PASSPORT_0061_v2.png,VALID,"",passport,DOC_PASSPORT_0061,1000,700,34733,True
DOC_PASSPORT_0066_v1.png,VALID,"",passport,DOC_PASSPORT_0066,1000,700,21613,True
DOC_PASSPORT_0066_v2.png,VALID,"",passport,DOC_PASSPORT_0066,1000,700,34235,True
DOC_PASSPORT_0071_v1.png,VALID,"",passport,DOC_PASSPORT_0071,1000,700,21421,True
DOC_PASSPORT_0071_v2.png,VALID,"",passport,DOC_PASSPORT_0071,1000,700,33641,True
DOC_PASSPORT_0076_v1.png,VALID,"",passport,DOC_PASSPORT_0076,1000,700,22111,True
DOC_PASSPORT_0076_v2.png,VALID,"",passport,DOC_PASSPORT_0076,1000,700,34506,True
DOC_PASSPORT_0081_v1.png,VALID,"",passport,DOC_PASSPORT_0081,1000,700,21721,True
DOC_PASSPORT_0081_v2.png,VALID,"",passport,DOC_PASSPORT_0081,1000,700,34471,True
DOC_PASSPORT_0086_v1.png,VALID,"",passport,DOC_PASSPORT_0086,1000,700,21872,True
DOC_PASSPORT_0086_v2.png,VALID,"",passport,DOC_PASSPORT_0086,1000,700,33843,True
DOC_PASSPORT_0091_v1.png,VALID,"",passport,DOC_PASSPORT_0091,1000,700,20677,True
DOC_PASSPORT_0091_v2.png,VALID,"",passport,DOC_PASSPORT_0091,1000,700,33046,True
DOC_PASSPORT_0096_v1.png,VALID,"",passport,DOC_PASSPORT_0096,1000,700,22250,True
DOC_PASSPORT_0096_v2.png,VALID,"",passport,DOC_PASSPORT_0096,1000,700,34478,True
DOC_PASSPORT_0101_v1.png,VALID,"",passport,DOC_PASSPORT_0101,1000,700,22555,True
DOC_PASSPORT_0101_v2.png,VALID,"",passport,DOC_PASSPORT_0101,1000,700,35459,True
DOC_PASSPORT_0106_v1.png,VALID,"",passport,DOC_PASSPORT_0106,1000,700,21816,True
DOC_PASSPORT_0106_v2.png,VALID,"",passport,DOC_PASSPORT_0106,1000,700,34412,True
DOC_PASSPORT_0111_v1.png,VALID,"",passport,DOC_PASSPORT_0111,1000,700,21875,True
DOC_PASSPORT_0111_v2.png,VALID,"",passport,DOC_PASSPORT_0111,1000,700,34312,True
DOC_PASSPORT_0116_v1.png,VALID,"",passport,DOC_PASSPORT_0116,1000,700,21226,True
DOC_PASSPORT_0116_v2.png,VALID,"",passport,DOC_PASSPORT_0116,1000,700,33811,True
DOC_PERMIT_0005_v1.png,VALID,"",permit,DOC_PERMIT_0005,860,540,12835,True
DOC_PERMIT_0005_v2.png,VALID,"",permit,DOC_PERMIT_0005,860,540,18483,True
DOC_PERMIT_0010_v1.png,VALID,"",permit,DOC_PERMIT_0010,860,540,13086,True
DOC_PERMIT_0010_v2.png,VALID,"",permit,DOC_PERMIT_0010,860,540,18347,True
DOC_PERMIT_0015_v1.png,VALID,"",permit,DOC_PERMIT_0015,860,540,12295,True
DOC_PERMIT_0015_v2.png,VALID,"",permit,DOC_PERMIT_0015,860,540,17981,True
DOC_PERMIT_0020_v1.png,VALID,"",permit,DOC_PERMIT_0020,860,540,12545,True
DOC_PERMIT_0020_v2.png,VALID,"",permit,DOC_PERMIT_0020,860,540,18149,True
DOC_PERMIT_0025_v1.png,VALID,"",permit,DOC_PERMIT_0025,860,540,12458,True
DOC_PERMIT_0025_v2.png,VALID,"",permit,DOC_PERMIT_0025,860,540,17992,True
DOC_PERMIT_0030_v1.png,VALID,"",permit,DOC_PERMIT_0030,860,540,12394,True
DOC_PERMIT_0030_v2.png,VALID,"",permit,DOC_PERMIT_0030,860,540,17792,True
DOC_PERMIT_0035_v1.png,VALID,"",permit,DOC_PERMIT_0035,860,540,12979,True
DOC_PERMIT_0035_v2.png,VALID,"",permit,DOC_PERMIT_0035,860,540,18237,True
DOC_PERMIT_0040_v1.png,VALID,"",permit,DOC_PERMIT_0040,860,540,13337,True
DOC_PERMIT_0040_v2.png,VALID,"",permit,DOC_PERMIT_0040,860,540,18149,True
DOC_PERMIT_0045_v1.png,VALID,"",permit,DOC_PERMIT_0045,860,540,12794,True
DOC_PERMIT_0045_v2.png,VALID,"",permit,DOC_PERMIT_0045,860,540,17992,True
DOC_PERMIT_0050_v1.png,VALID,"",permit,DOC_PERMIT_0050,860,540,12701,True
DOC_PERMIT_0050_v2.png,VALID,"",permit,DOC_PERMIT_0050,860,540,17772,True
DOC_PERMIT_0055_v1.png,VALID,"",permit,DOC_PERMIT_0055,860,540,13103,True
DOC_PERMIT_0055_v2.png,VALID,"",permit,DOC_PERMIT_0055,860,540,18195,True
DOC_PERMIT_0060_v1.png,VALID,"",permit,DOC_PERMIT_0060,860,540,13005,True
DOC_PERMIT_0060_v2.png,VALID,"",permit,DOC_PERMIT_0060,860,540,17922,True
DOC_PERMIT_0065_v1.png,VALID,"",permit,DOC_PERMIT_0065,860,540,12443,True
DOC_PERMIT_0065_v2.png,VALID,"",permit,DOC_PERMIT_0065,860,540,18040,True
DOC_PERMIT_0070_v1.png,VALID,"",permit,DOC_PERMIT_0070,860,540,12729,True
DOC_PERMIT_0070_v2.png,VALID,"",permit,DOC_PERMIT_0070,860,540,17782,True
DOC_PERMIT_0075_v1.png,VALID,"",permit,DOC_PERMIT_0075,860,540,12786,True
DOC_PERMIT_0075_v2.png,VALID,"",permit,DOC_PERMIT_0075,860,540,17666,True
DOC_PERMIT_0080_v1.png,VALID,"",permit,DOC_PERMIT_0080,860,540,13098,True
DOC_PERMIT_0080_v2.png,VALID,"",permit,DOC_PERMIT_0080,860,540,18047,True
DOC_PERMIT_0085_v1.png,VALID,"",permit,DOC_PERMIT_0085,860,540,12626,True
DOC_PERMIT_0085_v2.png,VALID,"",permit,DOC_PERMIT_0085,860,540,18154,True
DOC_PERMIT_0090_v1.png,VALID,"",permit,DOC_PERMIT_0090,860,540,12381,True
DOC_PERMIT_0090_v2.png,VALID,"",permit,DOC_PERMIT_0090,860,540,17784,True
DOC_PERMIT_0095_v1.png,VALID,"",permit,DOC_PERMIT_0095,860,540,13236,True
DOC_PERMIT_0095_v2.png,VALID,"",permit,DOC_PERMIT_0095,860,540,17967,True
DOC_PERMIT_0100_v1.png,VALID,"",permit,DOC_PERMIT_0100,860,540,12805,True
DOC_PERMIT_0100_v2.png,VALID,"",permit,DOC_PERMIT_0100,860,540,18427,True
DOC_PERMIT_0105_v1.png,VALID,"",permit,DOC_PERMIT_0105,860,540,12900,True
DOC_PERMIT_0105_v2.png,VALID,"",permit,DOC_PERMIT_0105,860,540,18002,True
DOC_PERMIT_0110_v1.png,VALID,"",permit,DOC_PERMIT_0110,860,540,12642,True
DOC_PERMIT_0110_v2.png,VALID,"",permit,DOC_PERMIT_0110,860,540,18246,True
DOC_PERMIT_0115_v1.png,VALID,"",permit,DOC_PERMIT_0115,860,540,12466,True
DOC_PERMIT_0115_v2.png,VALID,"",permit,DOC_PERMIT_0115,860,540,17595,True
DOC_PERMIT_0120_v1.png,VALID,"",permit,DOC_PERMIT_0120,860,540,12546,True
DOC_PERMIT_0120_v2.png,VALID,"",permit,DOC_PERMIT_0120,860,540,17997,True
DOC_REJECTED_TINY_DIMENSIONS.png,REJECTED,"Dimensions too small (50x50 < 200x200)",UNKNOWN,,50,50,87,False
DOC_VISA_0003_v1.png,VALID,"",visa,DOC_VISA_0003,950,650,17070,True
DOC_VISA_0003_v2.png,VALID,"",visa,DOC_VISA_0003,950,650,26492,True
DOC_VISA_0008_v1.png,VALID,"",visa,DOC_VISA_0008,950,650,17150,True
DOC_VISA_0008_v2.png,VALID,"",visa,DOC_VISA_0008,950,650,25556,True
DOC_VISA_0013_v1.png,VALID,"",visa,DOC_VISA_0013,950,650,17470,True
DOC_VISA_0013_v2.png,VALID,"",visa,DOC_VISA_0013,950,650,26245,True
DOC_VISA_0018_v1.png,VALID,"",visa,DOC_VISA_0018,950,650,17445,True
DOC_VISA_0018_v2.png,VALID,"",visa,DOC_VISA_0018,950,650,26080,True
DOC_VISA_0023_v1.png,VALID,"",visa,DOC_VISA_0023,950,650,17322,True
DOC_VISA_0023_v2.png,VALID,"",visa,DOC_VISA_0023,950,650,26335,True
DOC_VISA_0028_v1.png,VALID,"",visa,DOC_VISA_0028,950,650,16380,True
DOC_VISA_0028_v2.png,VALID,"",visa,DOC_VISA_0028,950,650,25873,True
DOC_VISA_0033_v1.png,VALID,"",visa,DOC_VISA_0033,950,650,17639,True
DOC_VISA_0033_v2.png,VALID,"",visa,DOC_VISA_0033,950,650,26311,True
DOC_VISA_0038_v1.png,VALID,"",visa,DOC_VISA_0038,950,650,16733,True
DOC_VISA_0038_v2.png,VALID,"",visa,DOC_VISA_0038,950,650,26138,True
DOC_VISA_0043_v1.png,VALID,"",visa,DOC_VISA_0043,950,650,16867,True
DOC_VISA_0043_v2.png,VALID,"",visa,DOC_VISA_0043,950,650,26112,True
DOC_VISA_0048_v1.png,VALID,"",visa,DOC_VISA_0048,950,650,16859,True
DOC_VISA_0048_v2.png,VALID,"",visa,DOC_VISA_0048,950,650,24676,True
DOC_VISA_0053_v1.png,VALID,"",visa,DOC_VISA_0053,950,650,17021,True
DOC_VISA_0053_v2.png,VALID,"",visa,DOC_VISA_0053,950,650,26040,True
DOC_VISA_0058_v1.png,VALID,"",visa,DOC_VISA_0058,950,650,17073,True
DOC_VISA_0058_v2.png,VALID,"",visa,DOC_VISA_0058,950,650,25890,True
DOC_VISA_0063_v1.png,VALID,"",visa,DOC_VISA_0063,950,650,15837,True
DOC_VISA_0063_v2.png,VALID,"",visa,DOC_VISA_0063,950,650,25168,True
DOC_VISA_0068_v1.png,VALID,"",visa,DOC_VISA_0068,950,650,16890,True
DOC_VISA_0068_v2.png,VALID,"",visa,DOC_VISA_0068,950,650,25515,True
DOC_VISA_0073_v1.png,VALID,"",visa,DOC_VISA_0073,950,650,16789,True
DOC_VISA_0073_v2.png,VALID,"",visa,DOC_VISA_0073,950,650,25980,True
DOC_VISA_0078_v1.png,VALID,"",visa,DOC_VISA_0078,950,650,17127,True
DOC_VISA_0078_v2.png,VALID,"",visa,DOC_VISA_0078,950,650,26191,True
DOC_VISA_0083_v1.png,VALID,"",visa,DOC_VISA_0083,950,650,16632,True
DOC_VISA_0083_v2.png,VALID,"",visa,DOC_VISA_0083,950,650,25929,True
DOC_VISA_0088_v1.png,VALID,"",visa,DOC_VISA_0088,950,650,17067,True
DOC_VISA_0088_v2.png,VALID,"",visa,DOC_VISA_0088,950,650,26268,True
DOC_VISA_0093_v1.png,VALID,"",visa,DOC_VISA_0093,950,650,16657,True
DOC_VISA_0093_v2.png,VALID,"",visa,DOC_VISA_0093,950,650,25690,True
DOC_VISA_0098_v1.png,VALID,"",visa,DOC_VISA_0098,950,650,16289,True
DOC_VISA_0098_v2.png,VALID,"",visa,DOC_VISA_0098,950,650,25937,True
DOC_VISA_0103_v1.png,VALID,"",visa,DOC_VISA_0103,950,650,17023,True
DOC_VISA_0103_v2.png,VALID,"",visa,DOC_VISA_0103,950,650,26103,True
DOC_VISA_0108_v1.png,VALID,"",visa,DOC_VISA_0108,950,650,17127,True
DOC_VISA_0108_v2.png,VALID,"",visa,DOC_VISA_0108,950,650,26763,True
DOC_VISA_0113_v1.png,VALID,"",visa,DOC_VISA_0113,950,650,17181,True
DOC_VISA_0113_v2.png,VALID,"",visa,DOC_VISA_0113,950,650,26602,True
DOC_VISA_0118_v1.png,VALID,"",visa,DOC_VISA_0118,950,650,17151,True
DOC_VISA_0118_v2.png,VALID,"",visa,DOC_VISA_0118,950,650,26597,True
